chain_clean	e	o	p	t	v	w	z	DiscrepancyPercent
eope	2	1	1	0	0	0	0	0.21374
ope	1	1	1	0	0	0	0	0.08676
ope	1	1	1	0	0	0	0	0.12451
eeeee	5	0	0	0	0	0	0	0.58523
ope	1	1	1	0	0	0	0	0.05704
eope	2	1	1	0	0	0	0	0.34945
eeeee	5	0	0	0	0	0	0	0.20617
eope	2	1	1	0	0	0	0	0.28877
ope	1	1	1	0	0	0	0	0.10368
eeeee	5	0	0	0	0	0	0	0.51517
eope	2	1	1	0	0	0	0	0.29199
ope	1	1	1	0	0	0	0	0.08664
eope	2	1	1	0	0	0	0	0.37026
ope	1	1	1	0	0	0	0	0.08576
eeeee	5	0	0	0	0	0	0	0.44454
eope	2	1	1	0	0	0	0	0.3065
ope	1	1	1	0	0	0	0	0.09285
eeeee	5	0	0	0	0	0	0	0.33693
eope	2	1	1	0	0	0	0	0.23407
ope	1	1	1	0	0	0	0	0.08978
eeeee	5	0	0	0	0	0	0	0.41953
eope	2	1	1	0	0	0	0	0.27557
ope	1	1	1	0	0	0	0	0.09127
eeeee	5	0	0	0	0	0	0	0.39158
eope	2	1	1	0	0	0	0	0.23412
ope	1	1	1	0	0	0	0	0.08311
eeeee	5	0	0	0	0	0	0	0.40252
eope	2	1	1	0	0	0	0	0.2925
ope	1	1	1	0	0	0	0	0.0924
eeeee	5	0	0	0	0	0	0	0.54485
ope	1	1	1	0	0	0	0	0.03997
eeeee	5	0	0	0	0	0	0	0.33316
eeeee	5	0	0	0	0	0	0	0.42248
eeeee	5	0	0	0	0	0	0	0.38311
ope	1	1	1	0	0	0	0	0.10312
ope	1	1	1	0	0	0	0	0.08375
ppeee	3	0	2	0	0	0	0	0.37575
ope	1	1	1	0	0	0	0	0.08293
eope	2	1	1	0	0	0	0	0.27647
ope	1	1	1	0	0	0	0	0.08697
pppee	2	0	3	0	0	0	0	0.27486
eope	2	1	1	0	0	0	0	0.27661
ope	1	1	1	0	0	0	0	0.08773
pppee	2	0	3	0	0	0	0	0.27663
eope	2	1	1	0	0	0	0	0.29915
ope	1	1	1	0	0	0	0	0.09623
pppee	2	0	3	0	0	0	0	0.28608
eope	2	1	1	0	0	0	0	0.13925
ope	1	1	1	0	0	0	0	0.10852
pppee	2	0	3	0	0	0	0	0.21155
ope	1	1	1	0	0	0	0	0.09369
eope	2	1	1	0	0	0	0	0.40434
ope	1	1	1	0	0	0	0	0.09132
pppee	2	0	3	0	0	0	0	0.34478
eope	2	1	1	0	0	0	0	0.36749
ope	1	1	1	0	0	0	0	0.09116
pppee	2	0	3	0	0	0	0	0.26584
eope	2	1	1	0	0	0	0	0.26581
ope	1	1	1	0	0	0	0	0.06628
pppee	2	0	3	0	0	0	0	0.23498
eope	2	1	1	0	0	0	0	0.19241
ope	1	1	1	0	0	0	0	0.10238
pppee	2	0	3	0	0	0	0	0.26658
eope	2	1	1	0	0	0	0	0.23787
ope	1	1	1	0	0	0	0	0.09129
pppee	2	0	3	0	0	0	0	0.2668
opet	1	1	1	1	0	0	0	0.08904
opet	1	1	1	1	0	0	0	0.09066
opet	1	1	1	1	0	0	0	0.08774
popo	0	2	2	0	0	0	0	0.06263
opet	1	1	1	1	0	0	0	0.06403
popo	0	2	2	0	0	0	0	0.06135
opet	1	1	1	1	0	0	0	0.06884
popo	0	2	2	0	0	0	0	0.05822
opet	1	1	1	1	0	0	0	0.09467
popo	0	2	2	0	0	0	0	0.09633
opet	1	1	1	1	0	0	0	0.0899
popo	0	2	2	0	0	0	0	0.0829
opet	1	1	1	1	0	0	0	0.0982
opet	1	1	1	1	0	0	0	0.08064
opet	1	1	1	1	0	0	0	0.07744
opet	1	1	1	1	0	0	0	0.06655
oooop	0	4	1	0	0	0	0	0.05405
ooop	0	3	1	0	0	0	0	0.05415
opet	1	1	1	1	0	0	0	0.05766
poop	0	2	2	0	0	0	0	0.04764
oooop	0	4	1	0	0	0	0	0.08684
ooop	0	3	1	0	0	0	0	0.06623
opet	1	1	1	1	0	0	0	0.08389
poop	0	2	2	0	0	0	0	0.06125
oooop	0	4	1	0	0	0	0	0.08765
ooop	0	3	1	0	0	0	0	0.07372
opet	1	1	1	1	0	0	0	0.08626
poop	0	2	2	0	0	0	0	0.06847
opet	1	1	1	1	0	0	0	0.08179
opet	1	1	1	1	0	0	0	0.08449
oooop	0	4	1	0	0	0	0	0.06943
ooop	0	3	1	0	0	0	0	0.06413
opet	1	1	1	1	0	0	0	0.09543
popo	0	2	2	0	0	0	0	0.04956
oooop	0	4	1	0	0	0	0	0.05793
ooop	0	3	1	0	0	0	0	0.04499
poop	0	2	2	0	0	0	0	0.04498
popo	0	2	2	0	0	0	0	0.04188
oooop	0	4	1	0	0	0	0	0.05633
ooop	0	3	1	0	0	0	0	0.04646
poop	0	2	2	0	0	0	0	0.03766
popo	0	2	2	0	0	0	0	0.0393
oooop	0	4	1	0	0	0	0	0.08737
ooop	0	3	1	0	0	0	0	0.06736
poop	0	2	2	0	0	0	0	0.05913
popo	0	2	2	0	0	0	0	0.05943
oooop	0	4	1	0	0	0	0	0.07153
ooop	0	3	1	0	0	0	0	0.05403
oopp	0	2	2	0	0	0	0	0.04542
poop	0	2	2	0	0	0	0	0.04851
ppp	0	0	3	0	0	0	0	0.02285
popo	0	2	2	0	0	0	0	0.04744
oooop	0	4	1	0	0	0	0	0.08457
ooop	0	3	1	0	0	0	0	0.06568
oopp	0	2	2	0	0	0	0	0.06247
poop	0	2	2	0	0	0	0	0.07412
ppp	0	0	3	0	0	0	0	0.05225
popo	0	2	2	0	0	0	0	0.06216
oooop	0	4	1	0	0	0	0	0.08387
ooop	0	3	1	0	0	0	0	0.06474
oopp	0	2	2	0	0	0	0	0.06873
poop	0	2	2	0	0	0	0	0.06725
ppp	0	0	3	0	0	0	0	0.02943
popo	0	2	2	0	0	0	0	0.06278
oooop	0	4	1	0	0	0	0	0.07752
ooop	0	3	1	0	0	0	0	0.05879
oopp	0	2	2	0	0	0	0	0.0697
poop	0	2	2	0	0	0	0	0.07174
ppp	0	0	3	0	0	0	0	0.05077
popo	0	2	2	0	0	0	0	0.06007
oooop	0	4	1	0	0	0	0	0.0576
ooop	0	3	1	0	0	0	0	0.04894
poop	0	2	2	0	0	0	0	0.04708
popo	0	2	2	0	0	0	0	0.0478
oooop	0	4	1	0	0	0	0	0.06011
ooop	0	3	1	0	0	0	0	0.0431
oopp	0	2	2	0	0	0	0	0.05071
poop	0	2	2	0	0	0	0	0.04684
ppp	0	0	3	0	0	0	0	0.02819
popo	0	2	2	0	0	0	0	0.04289
oooop	0	4	1	0	0	0	0	0.07619
ooop	0	3	1	0	0	0	0	0.06675
oopp	0	2	2	0	0	0	0	0.06426
poop	0	2	2	0	0	0	0	0.06075
ppp	0	0	3	0	0	0	0	0.05169
popo	0	2	2	0	0	0	0	0.06056
oooop	0	4	1	0	0	0	0	0.07084
ooop	0	3	1	0	0	0	0	0.0555
oopp	0	2	2	0	0	0	0	0.06272
poop	0	2	2	0	0	0	0	0.05956
ppp	0	0	3	0	0	0	0	0.0427
popo	0	2	2	0	0	0	0	0.05964
oooop	0	4	1	0	0	0	0	0.08478
ooop	0	3	1	0	0	0	0	0.06555
oopp	0	2	2	0	0	0	0	0.07129
poop	0	2	2	0	0	0	0	0.06586
popo	0	2	2	0	0	0	0	0.06722
oooop	0	4	1	0	0	0	0	0.0737
ooop	0	3	1	0	0	0	0	0.05597
poop	0	2	2	0	0	0	0	0.06701
popo	0	2	2	0	0	0	0	0.05963
eppe	2	0	2	0	0	0	0	0.15181
epep	2	0	2	0	0	0	0	0.16057
eeee	4	0	0	0	0	0	0	0.20943
eepe	3	0	1	0	0	0	0	0.18772
zpe	1	0	1	0	0	0	1	0.04919
eppe	2	0	2	0	0	0	0	0.1471
epep	2	0	2	0	0	0	0	0.1553
eeee	4	0	0	0	0	0	0	0.26629
eepe	3	0	1	0	0	0	0	0.16936
zpe	1	0	1	0	0	0	1	0.04779
eppe	2	0	2	0	0	0	0	0.13705
epep	2	0	2	0	0	0	0	0.17376
eeee	4	0	0	0	0	0	0	0.21816
eepe	3	0	1	0	0	0	0	0.14457
zpe	1	0	1	0	0	0	1	0.0233
eppe	2	0	2	0	0	0	0	0.1476
epep	2	0	2	0	0	0	0	0.14691
eeee	4	0	0	0	0	0	0	0.17434
eepe	3	0	1	0	0	0	0	0.17131
zpe	1	0	1	0	0	0	1	0.061
eppe	2	0	2	0	0	0	0	0.1515
epep	2	0	2	0	0	0	0	0.15144
eeee	4	0	0	0	0	0	0	0.18515
eepe	3	0	1	0	0	0	0	0.18115
zpe	1	0	1	0	0	0	1	0.06741
eppe	2	0	2	0	0	0	0	0.16149
epep	2	0	2	0	0	0	0	0.13898
eeee	4	0	0	0	0	0	0	0.22716
eepe	3	0	1	0	0	0	0	0.19708
zpe	1	0	1	0	0	0	1	0.05624
eppe	2	0	2	0	0	0	0	0.15599
eeee	4	0	0	0	0	0	0	0.21877
eepe	3	0	1	0	0	0	0	0.18342
zpe	1	0	1	0	0	0	1	0.05177
eppe	2	0	2	0	0	0	0	0.1981
eee	3	0	0	0	0	0	0	0.1673
eeee	4	0	0	0	0	0	0	0.20825
epep	2	0	2	0	0	0	0	0.21999
eepe	3	0	1	0	0	0	0	0.21321
zpe	1	0	1	0	0	0	1	0.0891
eppe	2	0	2	0	0	0	0	0.16339
eee	3	0	0	0	0	0	0	0.16152
eeee	4	0	0	0	0	0	0	0.21674
epep	2	0	2	0	0	0	0	0.17125
eepe	3	0	1	0	0	0	0	0.19064
zpe	1	0	1	0	0	0	1	0.05746
eppe	2	0	2	0	0	0	0	0.14745
eee	3	0	0	0	0	0	0	0.13639
eeee	4	0	0	0	0	0	0	0.18484
eepe	3	0	1	0	0	0	0	0.1689
zpe	1	0	1	0	0	0	1	0.04254
eppe	2	0	2	0	0	0	0	0.14319
eee	3	0	0	0	0	0	0	0.07078
eeee	4	0	0	0	0	0	0	0.185
eepe	3	0	1	0	0	0	0	0.16286
zpe	1	0	1	0	0	0	1	0.04052
eppe	2	0	2	0	0	0	0	0.14369
eee	3	0	0	0	0	0	0	0.11843
eeee	4	0	0	0	0	0	0	0.18138
epep	2	0	2	0	0	0	0	0.14466
epe	2	0	1	0	0	0	0	0.11477
eepe	3	0	1	0	0	0	0	0.16536
zpe	1	0	1	0	0	0	1	0.05427
eppe	2	0	2	0	0	0	0	0.14462
eee	3	0	0	0	0	0	0	0.21096
eeee	4	0	0	0	0	0	0	0.17592
epep	2	0	2	0	0	0	0	0.17849
epe	2	0	1	0	0	0	0	0.18302
eepe	3	0	1	0	0	0	0	0.16281
zpe	1	0	1	0	0	0	1	-0.02431
eppe	2	0	2	0	0	0	0	0.15861
eee	3	0	0	0	0	0	0	0.16247
eeee	4	0	0	0	0	0	0	0.21108
epep	2	0	2	0	0	0	0	0.16293
epe	2	0	1	0	0	0	0	0.12295
eepe	3	0	1	0	0	0	0	0.18578
eppe	2	0	2	0	0	0	0	0.16352
eee	3	0	0	0	0	0	0	0.16696
eeee	4	0	0	0	0	0	0	0.21712
epep	2	0	2	0	0	0	0	0.16526
epe	2	0	1	0	0	0	0	0.15056
eepe	3	0	1	0	0	0	0	0.18845
eppe	2	0	2	0	0	0	0	0.15309
eee	3	0	0	0	0	0	0	0.12924
eeee	4	0	0	0	0	0	0	0.20824
epep	2	0	2	0	0	0	0	0.13965
epe	2	0	1	0	0	0	0	0.1117
eepe	3	0	1	0	0	0	0	0.18119
zpe	1	0	1	0	0	0	1	0.12282
eppe	2	0	2	0	0	0	0	0.14876
eee	3	0	0	0	0	0	0	0.13841
eeee	4	0	0	0	0	0	0	0.21895
epep	2	0	2	0	0	0	0	0.09671
epe	2	0	1	0	0	0	0	0.07371
eepe	3	0	1	0	0	0	0	0.17371
zpe	1	0	1	0	0	0	1	0.10771
eppe	2	0	2	0	0	0	0	0.14299
eee	3	0	0	0	0	0	0	0.1376
eeee	4	0	0	0	0	0	0	0.18201
epep	2	0	2	0	0	0	0	0.13704
eepe	3	0	1	0	0	0	0	0.16311
zpe	1	0	1	0	0	0	1	0.07564
eppe	2	0	2	0	0	0	0	0.14591
eee	3	0	0	0	0	0	0	0.14604
eeee	4	0	0	0	0	0	0	0.18534
epep	2	0	2	0	0	0	0	0.13687
epe	2	0	1	0	0	0	0	0.15054
eepe	3	0	1	0	0	0	0	0.16798
zpe	1	0	1	0	0	0	1	0.0592
eppe	2	0	2	0	0	0	0	0.16938
eee	3	0	0	0	0	0	0	0.16516
eeee	4	0	0	0	0	0	0	0.21356
epep	2	0	2	0	0	0	0	0.19665
epe	2	0	1	0	0	0	0	0.15849
eepe	3	0	1	0	0	0	0	0.19188
zpe	1	0	1	0	0	0	1	0.06815
eppe	2	0	2	0	0	0	0	0.16474
eee	3	0	0	0	0	0	0	0.16173
eeee	4	0	0	0	0	0	0	0.22112
epep	2	0	2	0	0	0	0	0.15999
epe	2	0	1	0	0	0	0	0.13899
eepe	3	0	1	0	0	0	0	0.18752
epe	2	0	1	0	0	0	0	0.12103
e	1	0	0	0	0	0	0	0.05572
p	0	0	1	0	0	0	0	0.03194
p	0	0	1	0	0	0	0	0.03513
ee	2	0	0	0	0	0	0	0.10521
e	1	0	0	0	0	0	0	0.05708
epep	2	0	2	0	0	0	0	0.16451
epe	2	0	1	0	0	0	0	0.14085
ee	2	0	0	0	0	0	0	0.10686
e	1	0	0	0	0	0	0	0.06726
e	1	0	0	0	0	0	0	0.05893
eepe	3	0	1	0	0	0	0	0.18667
e	1	0	0	0	0	0	0	0.06306
p	0	0	1	0	0	0	0	0.04144
ppee	2	0	2	0	0	0	0	0.16148
p	0	0	1	0	0	0	0	0.03851
pp	0	0	2	0	0	0	0	0.05464
p	0	0	1	0	0	0	0	0.03834
pp	0	0	2	0	0	0	0	0.06421
zpe	1	0	1	0	0	0	1	0.0392
epep	2	0	2	0	0	0	0	0.14916
epe	2	0	1	0	0	0	0	0.11602
eepe	3	0	1	0	0	0	0	0.16593
ppee	2	0	2	0	0	0	0	0.14085
p	0	0	1	0	0	0	0	0.0389
epep	2	0	2	0	0	0	0	0.1504
epe	2	0	1	0	0	0	0	0.12638
eepe	3	0	1	0	0	0	0	0.16185
ppee	2	0	2	0	0	0	0	0.14413
ee	2	0	0	0	0	0	0	0.11918
epep	2	0	2	0	0	0	0	0.13646
epe	2	0	1	0	0	0	0	0.13757
ee	2	0	0	0	0	0	0	0.08896
e	1	0	0	0	0	0	0	0.06458
eepe	3	0	1	0	0	0	0	0.1809
e	1	0	0	0	0	0	0	0.05478
p	0	0	1	0	0	0	0	0.03517
ppee	2	0	2	0	0	0	0	0.10135
p	0	0	1	0	0	0	0	0.05721
p	0	0	1	0	0	0	0	0.04264
pp	0	0	2	0	0	0	0	0.06028
p	0	0	1	0	0	0	0	0.03948
pp	0	0	2	0	0	0	0	0.06172
epep	2	0	2	0	0	0	0	0.15573
epe	2	0	1	0	0	0	0	0.15956
ee	2	0	0	0	0	0	0	0.10346
eepe	3	0	1	0	0	0	0	0.19113
e	1	0	0	0	0	0	0	0.0674
ppee	2	0	2	0	0	0	0	0.15847
p	0	0	1	0	0	0	0	0.03509
pp	0	0	2	0	0	0	0	0.04348
epep	2	0	2	0	0	0	0	0.17869
epe	2	0	1	0	0	0	0	0.12034
eepe	3	0	1	0	0	0	0	0.1165
ppee	2	0	2	0	0	0	0	0.18067
epep	2	0	2	0	0	0	0	0.10713
epe	2	0	1	0	0	0	0	0.12164
eepe	3	0	1	0	0	0	0	0.17663
ppee	2	0	2	0	0	0	0	0.15604
epep	2	0	2	0	0	0	0	0.14854
epe	2	0	1	0	0	0	0	0.12935
eepe	3	0	1	0	0	0	0	0.15633
ppee	2	0	2	0	0	0	0	0.13812
oppp	0	1	3	0	0	0	0	0.18237
oppp	0	1	3	0	0	0	0	0.20367
ooo	0	3	0	0	0	0	0	0.15096
oopo	0	3	1	0	0	0	0	0.21092
pop	0	1	2	0	0	0	0	0.21013
oppp	0	1	3	0	0	0	0	0.19382
ooo	0	3	0	0	0	0	0	0.16163
oopo	0	3	1	0	0	0	0	0.21741
pop	0	1	2	0	0	0	0	0.19127
oppp	0	1	3	0	0	0	0	0.18718
ooo	0	3	0	0	0	0	0	0.1496
oopo	0	3	1	0	0	0	0	0.20292
pop	0	1	2	0	0	0	0	0.19742
oppp	0	1	3	0	0	0	0	0.20536
ooo	0	3	0	0	0	0	0	0.15486
oopo	0	3	1	0	0	0	0	0.20941
pop	0	1	2	0	0	0	0	0.21701
oppp	0	1	3	0	0	0	0	0.19678
ooo	0	3	0	0	0	0	0	0.16539
oopo	0	3	1	0	0	0	0	0.21217
pop	0	1	2	0	0	0	0	0.20557
oppp	0	1	3	0	0	0	0	0.18511
ooo	0	3	0	0	0	0	0	0.15277
pop	0	1	2	0	0	0	0	0.18043
oppp	0	1	3	0	0	0	0	0.19081
ooo	0	3	0	0	0	0	0	0.15723
pop	0	1	2	0	0	0	0	0.21454
oppp	0	1	3	0	0	0	0	0.19171
ooo	0	3	0	0	0	0	0	0.1477
pop	0	1	2	0	0	0	0	0.20605
oppp	0	1	3	0	0	0	0	0.17934
ooo	0	3	0	0	0	0	0	0.14535
pop	0	1	2	0	0	0	0	0.18205
oppp	0	1	3	0	0	0	0	0.17992
ooo	0	3	0	0	0	0	0	0.1518
pop	0	1	2	0	0	0	0	0.18845
oppp	0	1	3	0	0	0	0	0.18082
ooo	0	3	0	0	0	0	0	0.12891
pop	0	1	2	0	0	0	0	0.1946
oppp	0	1	3	0	0	0	0	0.18707
pop	0	1	2	0	0	0	0	0.20121
oppp	0	1	3	0	0	0	0	0.19411
pop	0	1	2	0	0	0	0	0.21552
oppp	0	1	3	0	0	0	0	0.1667
pop	0	1	2	0	0	0	0	0.18839
oppp	0	1	3	0	0	0	0	0.16701
pop	0	1	2	0	0	0	0	0.20872
oppp	0	1	3	0	0	0	0	0.16574
pop	0	1	2	0	0	0	0	0.21992
oppp	0	1	3	0	0	0	0	0.14903
pop	0	1	2	0	0	0	0	0.17211
oppp	0	1	3	0	0	0	0	0.15619
pop	0	1	2	0	0	0	0	0.17653
oppp	0	1	3	0	0	0	0	0.14784
pop	0	1	2	0	0	0	0	0.17776
oppp	0	1	3	0	0	0	0	0.15108
pop	0	1	2	0	0	0	0	0.16124
oppp	0	1	3	0	0	0	0	0.16975
pop	0	1	2	0	0	0	0	0.18636
oppp	0	1	3	0	0	0	0	0.16685
pop	0	1	2	0	0	0	0	0.19746
ppoo	0	2	2	0	0	0	0	0.20837
oppp	0	1	3	0	0	0	0	0.1803
pop	0	1	2	0	0	0	0	0.21256
ppoo	0	2	2	0	0	0	0	0.22279
oppp	0	1	3	0	0	0	0	0.17987
pop	0	1	2	0	0	0	0	0.19429
ppoo	0	2	2	0	0	0	0	0.21627
oppp	0	1	3	0	0	0	0	0.1725
pop	0	1	2	0	0	0	0	0.20956
ppoo	0	2	2	0	0	0	0	0.2337
oppp	0	1	3	0	0	0	0	0.17812
pop	0	1	2	0	0	0	0	0.20192
ppoo	0	2	2	0	0	0	0	0.21595
oppp	0	1	3	0	0	0	0	0.17879
pop	0	1	2	0	0	0	0	0.19028
ppoo	0	2	2	0	0	0	0	0.19445
oppp	0	1	3	0	0	0	0	0.18561
pop	0	1	2	0	0	0	0	0.21212
ppoo	0	2	2	0	0	0	0	0.22184
oppp	0	1	3	0	0	0	0	0.18942
ooo	0	3	0	0	0	0	0	0.13859
pop	0	1	2	0	0	0	0	0.19492
ppoo	0	2	2	0	0	0	0	0.2239
pp	0	0	2	0	0	0	0	0.07594
pp	0	0	2	0	0	0	0	0.06838
pp	0	0	2	0	0	0	0	0.07099
pp	0	0	2	0	0	0	0	0.0879
pp	0	0	2	0	0	0	0	0.06653
pp	0	0	2	0	0	0	0	0.05077
pp	0	0	2	0	0	0	0	0.05604
pp	0	0	2	0	0	0	0	0.10859
pp	0	0	2	0	0	0	0	0.06873
pp	0	0	2	0	0	0	0	0.07668
pp	0	0	2	0	0	0	0	0.05696
pp	0	0	2	0	0	0	0	0.06437
pp	0	0	2	0	0	0	0	0.07538
pp	0	0	2	0	0	0	0	0.06709
pp	0	0	2	0	0	0	0	0.08228
pp	0	0	2	0	0	0	0	0.06707
pp	0	0	2	0	0	0	0	0.08099
pp	0	0	2	0	0	0	0	0.09965
pp	0	0	2	0	0	0	0	0.05404
pp	0	0	2	0	0	0	0	0.06906
pp	0	0	2	0	0	0	0	0.05815
pp	0	0	2	0	0	0	0	0.03822
pp	0	0	2	0	0	0	0	-0.00668
pp	0	0	2	0	0	0	0	0.10685
pp	0	0	2	0	0	0	0	0.09698
pp	0	0	2	0	0	0	0	0.04366
pp	0	0	2	0	0	0	0	0.06103
pp	0	0	2	0	0	0	0	0.0648
pp	0	0	2	0	0	0	0	0.05177
pp	0	0	2	0	0	0	0	0.08536
opoe	1	2	1	0	0	0	0	0.18146
opoe	1	2	1	0	0	0	0	0.13977
opoe	1	2	1	0	0	0	0	0.11906
opoe	1	2	1	0	0	0	0	0.12648
opoe	1	2	1	0	0	0	0	0.12919
opoe	1	2	1	0	0	0	0	0.1398
opoe	1	2	1	0	0	0	0	0.13079
opoe	1	2	1	0	0	0	0	0.15906
opoe	1	2	1	0	0	0	0	0.12806
opoe	1	2	1	0	0	0	0	0.10795
opoe	1	2	1	0	0	0	0	0.11446
opoe	1	2	1	0	0	0	0	0.08841
opoe	1	2	1	0	0	0	0	0.14186
opoe	1	2	1	0	0	0	0	0.09136
opoe	1	2	1	0	0	0	0	0.11344
opoe	1	2	1	0	0	0	0	0.09854
opoe	1	2	1	0	0	0	0	0.09865
opoe	1	2	1	0	0	0	0	0.08898
opoe	1	2	1	0	0	0	0	0.10354
opoe	1	2	1	0	0	0	0	0.11848
opoe	1	2	1	0	0	0	0	0.11158
opoe	1	2	1	0	0	0	0	0.10898
opoe	1	2	1	0	0	0	0	0.12388
opoe	1	2	1	0	0	0	0	0.08464
opoe	1	2	1	0	0	0	0	0.08343
opoe	1	2	1	0	0	0	0	0.10834
opoe	1	2	1	0	0	0	0	0.09564
opoe	1	2	1	0	0	0	0	0.11453
opoe	1	2	1	0	0	0	0	0.11398
opoe	1	2	1	0	0	0	0	0.0403
o	0	1	0	0	0	0	0	0.06399
ooppo	0	3	2	0	0	0	0	0.16697
oopop	0	3	2	0	0	0	0	0.16905
o	0	1	0	0	0	0	0	0.06087
oo	0	2	0	0	0	0	0	0.10537
oo	0	2	0	0	0	0	0	0.09958
o	0	1	0	0	0	0	0	0.05933
ooop	0	3	1	0	0	0	0	0.15161
p	0	0	1	0	0	0	0	0.05779
pp	0	0	2	0	0	0	0	0.08165
ppo	0	1	2	0	0	0	0	0.10672
pp	0	0	2	0	0	0	0	0.07509
p	0	0	1	0	0	0	0	0.05371
poopp	0	2	3	0	0	0	0	0.13986
pppop	0	1	4	0	0	0	0	0.12815
ppoop	0	2	3	0	0	0	0	0.13947
p	0	0	1	0	0	0	0	0.05054
p	0	0	1	0	0	0	0	0.04292
o	0	1	0	0	0	0	0	0.05321
ooppo	0	3	2	0	0	0	0	0.18324
oopop	0	3	2	0	0	0	0	0.18943
o	0	1	0	0	0	0	0	0.06166
o	0	1	0	0	0	0	0	0.06136
oo	0	2	0	0	0	0	0	0.09275
oo	0	2	0	0	0	0	0	0.09406
o	0	1	0	0	0	0	0	0.05861
ooop	0	3	1	0	0	0	0	0.15957
p	0	0	1	0	0	0	0	0.06512
pp	0	0	2	0	0	0	0	0.09107
ppo	0	1	2	0	0	0	0	0.11672
pp	0	0	2	0	0	0	0	0.08815
p	0	0	1	0	0	0	0	0.06536
poopp	0	2	3	0	0	0	0	0.1972
pppop	0	1	4	0	0	0	0	0.07821
ppoop	0	2	3	0	0	0	0	0.15925
p	0	0	1	0	0	0	0	0.06697
p	0	0	1	0	0	0	0	0.0689
o	0	1	0	0	0	0	0	0.06153
ooppo	0	3	2	0	0	0	0	0.15183
oopop	0	3	2	0	0	0	0	0.18097
o	0	1	0	0	0	0	0	0.06502
o	0	1	0	0	0	0	0	0.06437
oo	0	2	0	0	0	0	0	0.1014
oo	0	2	0	0	0	0	0	0.10367
o	0	1	0	0	0	0	0	0.06541
ooop	0	3	1	0	0	0	0	0.14549
p	0	0	1	0	0	0	0	0.06158
pp	0	0	2	0	0	0	0	0.07291
ppo	0	1	2	0	0	0	0	0.11279
pp	0	0	2	0	0	0	0	0.07649
p	0	0	1	0	0	0	0	0.05512
poopp	0	2	3	0	0	0	0	0.16049
pppop	0	1	4	0	0	0	0	0.19343
ppoop	0	2	3	0	0	0	0	0.14728
p	0	0	1	0	0	0	0	0.05716
p	0	0	1	0	0	0	0	0.06527
o	0	1	0	0	0	0	0	0.05718
ooppo	0	3	2	0	0	0	0	0.18162
oopop	0	3	2	0	0	0	0	0.13652
o	0	1	0	0	0	0	0	0.06224
o	0	1	0	0	0	0	0	0.06105
oo	0	2	0	0	0	0	0	0.08739
oo	0	2	0	0	0	0	0	0.08876
o	0	1	0	0	0	0	0	0.05771
ooop	0	3	1	0	0	0	0	0.15556
p	0	0	1	0	0	0	0	0.06217
pp	0	0	2	0	0	0	0	0.08613
ppo	0	1	2	0	0	0	0	0.1103
pp	0	0	2	0	0	0	0	0.07759
p	0	0	1	0	0	0	0	0.06457
poopp	0	2	3	0	0	0	0	0.08878
pppop	0	1	4	0	0	0	0	0.16056
ppoop	0	2	3	0	0	0	0	0.1631
p	0	0	1	0	0	0	0	0.06024
p	0	0	1	0	0	0	0	0.07323
o	0	1	0	0	0	0	0	0.05415
ooppo	0	3	2	0	0	0	0	0.15913
oopop	0	3	2	0	0	0	0	0.1793
o	0	1	0	0	0	0	0	0.06405
o	0	1	0	0	0	0	0	0.05423
oo	0	2	0	0	0	0	0	0.08932
oo	0	2	0	0	0	0	0	0.08557
o	0	1	0	0	0	0	0	0.05932
ooop	0	3	1	0	0	0	0	0.14156
p	0	0	1	0	0	0	0	0.06335
pp	0	0	2	0	0	0	0	0.08677
ppo	0	1	2	0	0	0	0	0.10552
pp	0	0	2	0	0	0	0	0.07966
p	0	0	1	0	0	0	0	0.06013
poopp	0	2	3	0	0	0	0	0.15519
pppop	0	1	4	0	0	0	0	0.05672
ppoop	0	2	3	0	0	0	0	0.12853
p	0	0	1	0	0	0	0	0.06289
p	0	0	1	0	0	0	0	0.04355
o	0	1	0	0	0	0	0	0.05705
ooppo	0	3	2	0	0	0	0	0.17912
oopop	0	3	2	0	0	0	0	0.2648
o	0	1	0	0	0	0	0	0.06045
o	0	1	0	0	0	0	0	0.05932
oo	0	2	0	0	0	0	0	0.09779
oo	0	2	0	0	0	0	0	0.09657
o	0	1	0	0	0	0	0	0.05756
ooop	0	3	1	0	0	0	0	0.17919
p	0	0	1	0	0	0	0	0.1285
pp	0	0	2	0	0	0	0	0.1776
ppo	0	1	2	0	0	0	0	0.18801
pp	0	0	2	0	0	0	0	0.1767
p	0	0	1	0	0	0	0	0.11499
poopp	0	2	3	0	0	0	0	0.25408
pppop	0	1	4	0	0	0	0	0.34266
ppoop	0	2	3	0	0	0	0	0.20342
p	0	0	1	0	0	0	0	0.11819
p	0	0	1	0	0	0	0	0.11905
o	0	1	0	0	0	0	0	0.06787
ooppo	0	3	2	0	0	0	0	0.20438
oopop	0	3	2	0	0	0	0	0.18942
o	0	1	0	0	0	0	0	0.06956
o	0	1	0	0	0	0	0	0.07201
oo	0	2	0	0	0	0	0	0.11684
oo	0	2	0	0	0	0	0	0.11453
o	0	1	0	0	0	0	0	0.07201
ooop	0	3	1	0	0	0	0	0.18598
p	0	0	1	0	0	0	0	0.06718
pp	0	0	2	0	0	0	0	0.09284
ppo	0	1	2	0	0	0	0	0.1309
pp	0	0	2	0	0	0	0	0.08406
p	0	0	1	0	0	0	0	0.06459
