code	Placement Id	Actual Data Date	Chain	Impressions	Served	Measured Quantity	Actual	Predicted	Discrepancy
dcb49c1d85d610b2cd8893218b9e4e2442195e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	65346	15753	Fill	0.241	0.229	0.27
dcb49c1d85d610b2cd8893218b9e4e2442196e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	50945	12028	Fill	0.236	0.228	0.27
dcb49c1d85d610b2cd8893218b9e4e2442194e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e16=1.1:e8=1.1	1855	202	Fill	0.109	0.155	0.09
dcb49c1d85d610b2cd8893218b9e4e2442195e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e16=1.1:e8=1.1	1545	162	Fill	0.105	0.151	0.09
dcb49c1d85d610b2cd8893218b9e4e2442196e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e16=1.1:e8=1.1	1455	152	Fill	0.104	0.148	0.09
dcb49c1d85d610b2cd8893218b9e4e2442194e18=0.85:t2=0.8:e13=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e18=0.85:t2=0.8:e13=0.7	111306	22560	Fill	0.203	0.260	0.23
dcb49c1d85d610b2cd8893218b9e4e2442195e18=0.85:t2=0.8:e13=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e18=0.85:t2=0.8:e13=0.7	58585	12170	Fill	0.208	0.249	0.23
dcb49c1d85d610b2cd8893218b9e4e2442194e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	7804	2410	Fill	0.309	0.306	0.35
dcb49c1d85d610b2cd8893218b9e4e2442195e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	5627	2140	Fill	0.380	0.309	0.35
dcb49c1d85d610b2cd8893218b9e4e2442194e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e6=1.1:e3=0.9	1810	272	Fill	0.150	0.175	0.09
dcb49c1d85d610b2cd8893218b9e4e2442195e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e6=1.1:e3=0.9	1780	233	Fill	0.131	0.170	0.09
dcb49c1d85d610b2cd8893218b9e4e2442196e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e6=1.1:e3=0.9	1604	193	Fill	0.120	0.168	0.09
dcb49c1d85d610b2cd8893218b9e4e2442194o1=0.82:p1=0.78:e1=0.7:t1=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o1=0.82:p1=0.78:e1=0.7:t1=0.7	46552	15154	Fill	0.326	0.325	0.30
dcb49c1d85d610b2cd8893218b9e4e2442195o1=0.82:p1=0.78:e1=0.7:t1=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o1=0.82:p1=0.78:e1=0.7:t1=0.7	76560	20791	Fill	0.272	0.311	0.30
dcb49c1d85d610b2cd8893218b9e4e2442194o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o10=1.1:o12=1.1	1887	250	Fill	0.132	0.137	0.09
dcb49c1d85d610b2cd8893218b9e4e2442195o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o10=1.1:o12=1.1	1835	268	Fill	0.146	0.140	0.09
dcb49c1d85d610b2cd8893218b9e4e2442196o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	o10=1.1:o12=1.1	1748	224	Fill	0.128	0.139	0.09
dcb49c1d85d610b2cd8893218b9e4e2442194o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	56311	17919	Fill	0.318	0.295	0.37
dcb49c1d85d610b2cd8893218b9e4e2442195o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	60500	18556	Fill	0.307	0.293	0.37
dcb49c1d85d610b2cd8893218b9e4e2442194o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o5=1.1:o3=0.9	1911	266	Fill	0.139	0.146	0.09
dcb49c1d85d610b2cd8893218b9e4e2442195o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o5=1.1:o3=0.9	1831	288	Fill	0.157	0.148	0.09
dcb49c1d85d610b2cd8893218b9e4e2442196o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	o5=1.1:o3=0.9	1786	245	Fill	0.137	0.147	0.09
dcb49c1d85d610b2cd8893218b9e4e2442194t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t15=1.1:t11=1.1	1751	204	Fill	0.117	0.204	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t15=1.1:t11=1.1	1809	226	Fill	0.125	0.195	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	t15=1.1:t11=1.1	1655	150	Fill	0.091	0.188	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	8955	2597	Fill	0.290	0.283	0.35
dcb49c1d85d610b2cd8893218b9e4e2442195t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	4374	1330	Fill	0.304	0.281	0.35
dcb49c1d85d610b2cd8893218b9e4e2442194t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t6=1.1:t9=0.9	1829	247	Fill	0.135	0.213	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t6=1.1:t9=0.9	1620	205	Fill	0.127	0.203	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	t6=1.1:t9=0.9	1585	150	Fill	0.095	0.197	0.08
f0da62b689b1f7ad3ba9a86501e73f9e42194p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	09/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	91996	25506	Fill	0.277	0.490	0.21
f0da62b689b1f7ad3ba9a86501e73f9e42195p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	10/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	62135	19891	Fill	0.320	0.435	0.23
f0da62b689b1f7ad3ba9a86501e73f9e42196p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	11/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	41699	20127	Fill	0.483	0.401	0.24
